% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=409365, Wed Apr  3 21:45:53 2019
33 264 -0.09984593667027158 -0.05520276181170898 0.019560337751576506 0.8779472664211527 1 1 1 1 1
34 272 -0.04073773887038631 -0.04073773887038631 0.03782967385922033 0.8941961983190109 1 1 1 1 1
35 280 -0.058159603687466574 -0.022227138541787976 0.04592989870395979 0.9084930954672634 1 1 1 1 1
36 288 -0.10335797705893891 -0.004363089117767895 0.17084040283031923 0.9189253768599489 1 1 1 1 1
37 296 -0.05511622797129463 -0.036898968082150374 0.02680442786679293 0.9267754216181717 1 1 1 1 1
38 304 -0.004225178555482673 -0.004225178555482673 0.03156050036178268 0.9206732706432079 1 1 1 1 1
39 312 0.059242790306887054 0.9346073492257165 0.059242790306887054 0.9346073492257165 1 1 1 1 1
40 320 0.17175480534525772 0.9430138336590574 0.17175480534525772 0.9430138336590574 1 1 1 1 1
41 328 0.0692101510851736 0.9445698336042979 0.0692101510851736 0.9445698336042979 1 1 1 1 1
42 336 0.09206824748899214 0.9432354138358686 0.09206824748899214 0.9432354138358686 1 1 1 1 1
43 344 0.13697202369937875 0.9505307317287902 0.13697202369937875 0.9505307317287902 1 1 1 1 1
44 352 0.1497681337213225 0.9501406420956146 0.1497681337213225 0.9501406420956146 1 1 1 1 1
45 360 0.11626131201969662 0.9551655330373174 0.11626131201969662 0.9551655330373174 1 1 1 1 1
46 368 0.13022904238652658 0.9633366062783315 0.13022904238652658 0.9633366062783315 1 1 1 1 1
47 376 0.16783860812435097 0.9679522718929864 0.16783860812435097 0.9679522718929864 1 1 1 1 1
48 384 0.1640415236964773 0.972728606573434 0.1640415236964773 0.972728606573434 1 1 1 1 1
49 392 0.26928594414282014 0.9742919115773201 0.26928594414282014 0.9742919115773201 1 1 1 1 1
50 400 0.22900523691937041 0.972073900106882 0.22900523691937041 0.972073900106882 1 1 1 1 1
51 408 0.06614179575376894 0.9783889384096641 0.06614179575376894 0.9783889384096641 1 1 1 1 1
52 416 0.05666533940264236 0.982271845736341 0.05666533940264236 0.982271845736341 1 1 1 1 1
53 424 0.013955026966353966 0.9854998493941173 0.013955026966353966 0.9854998493941173 1 1 1 1 1
54 432 -0.06740465953998866 -0.0275082396692125 0.1903073930024872 0.9832845799423435 1 1 1 1 1
55 440 -0.136206687811619 -0.11338346105597844 0.09149829507998032 0.9829431255776977 1 1 1 1 1
56 448 -0.24792680711814333 -0.009980539852310344 0.060551037757776996 0.9840994480589438 1 1 1 1 1
57 456 -0.34647937802142786 -0.08261196208287631 0.8048645734330743 0.9870933823138134 1 1 1 1 1
58 464 -0.3065313733076569 -0.1081380086476085 0.8021110635153524 0.9864714285838927 1 1 1 1 1
59 472 -0.2941590270533951 -0.12858112053418028 0.8030526079535476 0.9878575067659812 1 1 1 1 1
60 480 -0.3226827952023017 -0.14232694408464527 0.8003277967230079 0.9890935539462181 1 1 1 1 1
61 488 -0.221473491083498 -0.08202167867833457 0.7763310561273236 0.9871022835060544 1 1 1 1 1
62 496 -0.2666031279565014 -0.1773997242900154 0.7997569139167242 0.9909550449926618 1 1 1 1 1
63 504 -0.2791073290877435 -0.18625552045717927 0.8064936056772685 0.9906762686759413 1 1 1 1 1
64 512 -0.19979347522339427 -0.05959921418106311 0.8161719610916992 0.9893160772010375 1 1 1 1 1
65 520 -0.231320803158662 -0.07303331985721186 0.8371486204439721 0.9902869458782761 1 1 1 1 1
66 528 -0.18761944527349167 -0.020793622116695352 0.8322345342480312 0.9901156360731879 1 1 1 1 1
67 536 -0.14003069044320063 -0.051207870244632935 0.0171426669953856 0.991685763253861 1 1 1 1 1
68 544 -0.13275293087178192 -0.004033191883856487 0.8149668790319373 0.9917841874049386 1 1 1 1 1
69 552 -0.19392562611814176 -0.06968228483332814 0.8097789663044394 0.9919045559951333 1 1 1 1 1
70 560 -0.15732782541343943 -0.04126514083143196 0.7974625028407459 0.9922112286730924 1 1 1 1 1
71 568 -0.06966820507394884 -0.0003512985826757895 0.014910280033768123 0.9912519057070122 1 1 1 1 1
72 576 0.035807750154926064 0.9906067255677407 0.035807750154926064 0.9906067255677407 1 1 1 1 1
73 584 0.060631575551693594 0.9899826311227259 0.060631575551693594 0.9899826311227259 1 1 1 1 1
74 592 0.1928931530739314 0.9914016271256249 0.1928931530739314 0.9914016271256249 1 1 1 1 1
75 600 0.17444606159376747 0.9927415135019625 0.17444606159376747 0.9927415135019625 1 1 1 1 1
76 608 0.17335679203449889 0.9933432551267715 0.17335679203449889 0.9933432551267715 1 1 1 1 1
77 616 0.11647338177291704 0.9931097472295658 0.11647338177291704 0.9931097472295658 1 1 1 1 1
78 624 0.12667550806206482 0.9923243427431898 0.12667550806206482 0.9923243427431898 1 1 1 1 1
79 632 0.2097091816140431 0.9925271194786243 0.2097091816140431 0.9925271194786243 1 1 1 1 1
80 640 0.17310772002222807 0.9928310501805755 0.17310772002222807 0.9928310501805755 1 1 1 1 1
81 648 0.12702701329955757 0.9938261829051701 0.12702701329955757 0.9938261829051701 1 1 1 1 1
82 656 0.0954576688083605 0.9946319906193336 0.0954576688083605 0.9946319906193336 1 1 1 1 1
83 664 0.10988544368189347 0.9948501146815583 0.10988544368189347 0.9948501146815583 1 1 1 1 1
84 672 -0.01601598753391165 -0.012774473108924846 0.03191203107577202 0.9950243964825757 1 1 1 1 1
85 680 -0.06692673825459015 -0.012055348999808136 0.01654952935900889 0.9944826327273372 1 1 1 1 1
86 688 -0.05456050234640829 -0.020383138236299815 0.008753695311239098 0.9927104201462345 1 1 1 1 1
87 696 -0.04953683311569373 -0.00018236728626844174 0.009278707227415394 0.9934126021327682 1 1 1 1 1
88 704 -0.1446578865068524 -0.060527210324258486 0.9699682447319741 0.9933680783517469 1 1 1 1 1
